City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Monrovia,LR,6.3,-10.8,73.4,94,75,6.62,broken clouds
335,Tenosique,MX,17.48,-91.43,75.25,93,100,5.64,overcast clouds
336,Mold,GB,53.17,-3.14,48.0,86,100,3.0,light rain
337,Havoysund,NO,71.0,24.66,35.6,93,75,33.33,broken clouds
338,Leshukonskoye,RU,64.9,45.76,26.13,98,100,7.52,overcast clouds
339,Macherla,IN,16.48,79.43,80.06,71,0,4.25,clear sky
340,Cartagena Del Chaira,CO,1.33,-74.84,73.76,88,95,2.35,overcast clouds
341,Udachnyy,RU,66.42,112.4,15.8,66,0,13.42,clear sky
342,Evreux,FR,49.02,1.15,54.0,93,90,14.99,overcast clouds
343,Dezful,IR,32.38,48.41,67.19,25,0,5.53,clear sky
344,Gat,IL,31.61,34.76,69.01,88,40,3.36,scattered clouds
345,Baykit,RU,61.67,96.37,29.5,95,99,3.56,overcast clouds
346,Port-Cartier,CA,50.03,-66.87,36.0,100,90,23.04,mist
347,Pasni,PK,25.26,63.47,74.3,32,0,27.18,clear sky
348,Vao,NC,-22.67,167.48,73.81,86,6,16.11,clear sky
349,Tual,ID,-5.67,132.75,82.62,78,11,9.13,light rain
350,Bardiyah,LY,31.76,25.09,69.8,71,4,13.18,light rain
351,Iberia,US,29.95,-91.75,71.6,100,20,4.7,few clouds
352,Silver City,US,32.77,-108.28,55.4,39,1,9.17,clear sky
353,Warri,NG,5.52,5.75,75.15,94,100,2.89,overcast clouds
354,Altamira,BR,-3.2,-52.21,75.56,87,7,0.31,clear sky
355,Catuday,PH,16.29,119.81,82.33,73,100,3.83,overcast clouds
356,Mbanza-Ngungu,CD,-5.25,14.87,69.49,98,100,5.91,heavy intensity rain
357,Santa Maria,BR,-29.68,-53.81,65.73,94,76,2.26,broken clouds
358,Juneau,US,58.3,-134.42,35.6,34,75,4.7,broken clouds
359,Dzilam Gonzalez,MX,21.28,-88.93,77.09,94,100,4.88,light rain
360,Warrnambool,AU,-38.38,142.48,59.0,64,50,1.01,scattered clouds
361,Mnogovershinnyy,RU,53.94,139.92,40.23,99,100,27.16,moderate rain
362,Bogatyye Saby,RU,56.01,50.45,45.36,97,100,11.7,moderate rain
363,Tokur,RU,53.13,132.9,25.65,93,100,12.75,overcast clouds
364,West Wendover,US,40.74,-114.07,42.8,24,1,4.76,clear sky
365,San Cristobal,VE,7.77,-72.22,66.51,84,90,1.36,light rain
366,San Antonio,US,29.42,-98.49,59.0,76,20,17.22,few clouds
367,Dzaoudzi,YT,-12.79,45.27,77.0,83,54,3.36,light rain
368,Spruce Grove,CA,53.53,-113.92,16.0,85,90,4.7,overcast clouds
369,Vestmannaeyjar,IS,63.44,-20.27,43.86,75,99,15.21,light rain
370,Sacama,EC,-3.9,-79.27,49.37,100,81,2.19,broken clouds
371,Naron,ES,43.52,-8.15,61.0,82,20,12.75,few clouds
372,Rizhao,CN,35.43,119.46,58.78,34,0,2.21,light rain
373,Kaeo,NZ,-35.1,173.78,71.01,73,21,7.0,few clouds
374,Kawalu,ID,-7.38,108.21,83.84,67,69,3.74,light rain
375,Vardo,NO,70.37,31.11,37.09,96,100,28.25,overcast clouds
376,Namatanai,PG,-3.67,152.43,86.36,60,25,3.71,scattered clouds
377,Adre,TD,13.47,22.2,73.2,21,39,12.01,scattered clouds
378,Buritama,BR,-21.07,-50.15,74.03,83,81,7.16,moderate rain
379,Wencheng,CN,33.06,113.8,62.6,33,72,7.27,broken clouds
380,Salalah,OM,17.02,54.09,69.8,32,0,3.36,clear sky
381,Muroto,JP,33.28,134.15,66.2,48,20,6.93,few clouds
382,Simao,CN,22.79,100.97,74.08,45,93,1.5,overcast clouds
383,Iqaluit,CA,63.75,-68.51,26.6,86,90,2.08,light snow
384,Ballina,AU,-28.87,153.57,77.0,73,75,10.29,light rain
385,Lexington,US,37.99,-84.48,63.0,73,100,7.7,light rain
386,Duku,NG,11.24,4.91,73.56,41,100,2.08,overcast clouds
387,Ramgarh,IN,23.63,85.52,75.2,83,75,3.36,haze
388,Beringovskiy,RU,63.05,179.32,33.75,90,100,21.9,overcast clouds
389,Banjar,ID,-8.19,114.97,89.6,70,40,10.29,scattered clouds
390,Santa Ines,BR,-3.67,-45.38,76.53,81,100,6.73,overcast clouds
391,Yar-Sale,RU,66.83,70.83,21.07,96,100,7.52,overcast clouds
392,Gejiu,CN,23.31,103.16,60.51,65,87,1.83,overcast clouds
393,Chandler,US,33.31,-111.84,84.99,21,40,4.72,scattered clouds
394,Halifax,CA,44.65,-63.57,52.0,88,100,4.0,overcast clouds
395,Bethanien,NA,-26.5,17.16,66.94,33,34,4.32,scattered clouds
396,Constantine,DZ,36.37,6.61,55.4,87,40,5.82,scattered clouds
397,Gizo,SB,-8.1,156.84,84.15,70,98,4.88,light rain
398,Bukama,CD,-9.2,25.85,71.13,84,45,2.01,scattered clouds
399,Baiyin,CN,36.56,104.21,48.2,70,10,2.24,clear sky
400,Kaabong,UG,3.48,34.15,66.85,73,71,3.44,broken clouds
401,Evensk,RU,61.95,159.23,34.03,88,49,2.57,scattered clouds
402,Sobolevo,RU,54.43,31.9,44.47,94,71,7.02,broken clouds
403,Huambo,AO,-12.78,15.74,64.6,71,88,1.79,overcast clouds
404,Kimbe,PG,-5.55,150.14,86.92,64,45,6.49,light rain
405,Limbe,CM,4.02,9.21,77.0,100,75,3.36,broken clouds
406,Loreto,MX,22.27,-101.97,65.75,45,47,11.54,scattered clouds
407,Urumita,CO,10.56,-73.01,73.33,80,100,4.18,overcast clouds
408,Khandyga,RU,62.67,135.6,19.71,88,55,0.4,broken clouds
409,Eureka,US,40.8,-124.16,54.0,77,2,1.99,clear sky
410,Richards Bay,ZA,-28.78,32.04,66.69,88,71,10.56,broken clouds
411,Mitsamiouli,KM,-11.38,43.28,78.89,78,23,9.82,few clouds
412,Huallanca,PE,-9.9,-76.94,46.87,73,69,1.99,light rain
413,Ngaoundere,CM,7.32,13.58,65.05,78,97,2.62,overcast clouds
414,Rocha,UY,-34.48,-54.33,60.78,97,62,3.65,broken clouds
415,Itarema,BR,-2.92,-39.92,79.14,82,11,15.88,few clouds
416,Dongsheng,CN,39.82,109.98,49.84,43,33,13.98,scattered clouds
417,Yenagoa,NG,4.92,6.26,74.75,94,94,2.64,overcast clouds
418,Cravo Norte,CO,6.3,-70.2,77.04,84,66,1.45,light rain
419,Xinzhou,CN,38.41,112.73,54.21,35,0,1.14,clear sky
420,Khorramshahr,IR,30.44,48.17,59.0,54,0,7.47,clear sky
421,Mareeba,AU,-17.0,145.43,86.0,62,80,9.17,broken clouds
422,Lima,PE,-12.04,-77.03,62.6,77,75,10.29,broken clouds
423,Karratha,AU,-20.74,116.85,84.27,32,0,15.77,clear sky
424,Nyurba,RU,63.28,118.33,27.27,90,1,6.44,clear sky
425,Isiro,CD,2.77,27.62,67.41,99,100,1.16,overcast clouds
426,Newala,TZ,-10.94,39.28,68.65,90,93,4.65,overcast clouds
427,Manbij,SY,36.53,37.95,55.4,54,0,6.78,clear sky
428,Nizhneangarsk,RU,55.78,109.55,38.53,71,70,2.62,broken clouds
429,Hasaki,JP,35.73,140.83,64.4,72,75,5.82,broken clouds
430,Baturaja,ID,-4.13,104.17,86.14,68,100,1.97,overcast clouds
431,Leh,IN,34.17,77.58,35.17,66,0,3.67,clear sky
432,Seminole,US,28.71,-81.21,75.0,88,75,3.36,broken clouds
433,Nyagan,RU,62.14,65.39,19.9,96,0,4.45,clear sky
434,Granada,ES,37.25,-3.25,48.0,81,0,0.63,clear sky
435,Champerico,GT,14.3,-91.92,66.99,99,100,5.66,overcast clouds
436,Batagay,RU,67.63,134.63,20.88,90,92,5.84,overcast clouds
437,Tiszanana,HU,47.57,20.53,53.6,93,0,3.09,clear sky
438,Islampur,IN,26.27,88.2,78.26,79,68,9.75,broken clouds
439,Coahuayana,MX,18.73,-103.68,80.65,87,76,1.72,light rain
440,Thurso,GB,58.59,-3.53,48.2,70,99,17.22,moderate rain
441,Sengiley,RU,53.96,48.79,50.0,100,90,8.95,overcast clouds
442,Blieskastel,DE,49.24,7.26,55.4,93,75,11.41,broken clouds
443,Manzanillo,CU,20.34,-77.12,76.59,84,100,5.19,moderate rain
444,Stephenville Crossing,CA,48.5,-58.43,42.8,71,75,11.41,broken clouds
445,Saint-Pierre,RE,-21.34,55.48,75.2,69,20,12.75,few clouds
446,Panama City,PA,8.99,-79.52,78.8,94,100,1.12,light rain
447,Shache,CN,38.42,77.24,53.29,36,16,12.91,few clouds
448,Majene,ID,-3.54,118.97,86.85,64,51,5.57,broken clouds
449,Oranjemund,NA,-28.55,16.43,57.18,88,0,6.62,clear sky
450,Shaunavon,CA,49.65,-108.42,10.67,94,100,7.43,overcast clouds
451,Kristianstad,SE,56.03,14.15,51.8,93,86,10.54,overcast clouds
452,Urmary,RU,55.68,47.94,48.2,100,90,13.42,overcast clouds
453,Birjand,IR,32.87,59.22,42.8,45,0,4.7,clear sky
454,Konolfingen,CH,46.88,7.62,52.0,100,75,1.12,drizzle
455,Storm Lake,US,42.64,-95.21,27.0,92,1,6.93,clear sky
456,Savannah,US,32.08,-81.1,71.01,88,1,3.0,clear sky
457,Diego De Almagro,CL,-26.37,-70.05,54.41,54,0,0.2,clear sky
458,Savinka,RU,50.08,47.1,53.69,92,100,8.39,light rain
459,Northam,GB,51.03,-4.22,54.0,89,100,13.0,overcast clouds
460,Leo,BF,11.1,-2.1,73.06,49,12,2.39,few clouds
461,Igarka,RU,67.47,86.58,13.01,96,97,6.26,light snow
462,Whitehorse,CA,60.72,-135.05,8.6,78,40,3.36,scattered clouds
463,Merritt Island,US,28.54,-80.67,79.0,88,90,8.25,overcast clouds
464,Tazovskiy,RU,67.47,78.7,21.74,98,99,9.33,overcast clouds
465,Marsh Harbour,BS,26.54,-77.06,79.3,77,3,15.05,clear sky
466,Kulykivka,UA,51.37,31.65,52.47,88,100,3.98,overcast clouds
467,Panique,PH,12.48,122.02,79.63,86,100,7.07,light rain
468,La Primavera,CO,5.49,-70.41,74.86,88,92,2.82,overcast clouds
469,Marsabit,KE,2.33,37.99,65.52,79,90,17.02,overcast clouds
470,Donskoye,RU,45.46,41.97,46.4,70,0,11.18,clear sky
471,Yelizavetino,RU,59.49,29.79,37.0,89,75,6.71,broken clouds
472,Lekoni,GA,-1.58,14.26,71.13,94,100,6.51,overcast clouds
473,Porto Santo,PT,33.07,-16.34,66.2,68,20,3.36,few clouds
474,Barra Patuca,HN,15.8,-84.28,80.11,86,100,5.97,overcast clouds
475,Zanjan,IR,36.67,48.48,49.48,50,0,2.26,clear sky
476,Sabang,ID,5.89,95.32,83.05,73,96,10.2,light rain
477,Baft,IR,29.23,56.61,47.25,49,0,8.86,clear sky
478,Maniitsoq,GL,65.42,-52.9,26.78,84,0,4.63,clear sky
479,Menongue,AO,-14.66,17.69,65.39,58,16,3.24,few clouds
480,Svetlaya,RU,46.54,138.33,42.71,65,97,9.51,overcast clouds
481,Copiapo,CL,-27.37,-70.33,55.4,82,0,9.17,clear sky
482,Gornopravdinsk,RU,60.05,69.9,16.74,97,4,4.12,clear sky
483,Kaseda,JP,31.42,130.32,62.6,55,75,17.22,broken clouds
484,La Ronge,CA,55.1,-105.28,23.0,67,90,9.17,light shower snow
485,Maun,BW,-19.98,23.42,71.6,40,0,8.05,clear sky
486,Beisfjord,NO,68.38,17.6,33.8,85,99,16.11,overcast clouds
487,Kostomuksha,RU,64.57,30.58,30.56,98,82,7.67,broken clouds
488,Bawku,GH,11.06,-0.24,75.45,35,43,3.18,scattered clouds
489,Benicarlo,ES,40.42,0.43,57.0,71,0,8.01,clear sky
490,Gimli,CA,50.63,-96.99,27.0,75,4,3.0,clear sky
491,Novikovo,RU,51.15,37.89,52.16,84,100,6.15,overcast clouds
492,Zhuhai,CN,22.28,113.57,75.2,56,20,14.99,few clouds
493,Kismayo,SO,-0.36,42.55,79.77,82,28,15.46,scattered clouds
494,Batie,BF,9.88,-2.92,72.36,70,80,3.36,broken clouds
495,San Jose,US,37.34,-121.89,62.6,67,20,6.93,few clouds
496,Anadyr,RU,64.75,177.48,28.0,100,90,2.24,fog
497,Kaniama,CD,-7.57,24.18,67.32,95,100,2.84,overcast clouds
498,Lamu,KE,-2.27,40.9,78.8,88,75,6.93,broken clouds
499,Mildura,AU,-34.2,142.15,62.6,59,90,13.87,overcast clouds
500,Am Timan,TD,11.03,20.28,73.81,62,86,2.77,overcast clouds
501,Kasempa,ZM,-13.46,25.83,65.16,41,68,5.01,broken clouds
502,Kushiro,JP,42.98,144.37,53.6,62,75,8.05,broken clouds
503,Almeirim,BR,-1.52,-52.58,81.41,62,6,6.62,clear sky
504,Harbour Breton,CA,47.48,-55.8,41.0,100,19,9.62,few clouds
505,Talcahuano,CL,-36.72,-73.12,51.8,93,98,3.36,overcast clouds
506,Krasnoselkup,RU,65.7,82.47,15.22,97,94,9.22,light snow
507,Cayenne,GF,4.93,-52.33,77.0,100,20,8.39,few clouds
508,Darnah,LY,32.77,22.64,70.2,76,1,16.28,clear sky
509,Gouyave,GD,12.16,-61.73,80.6,83,40,28.86,scattered clouds
510,Saint-Joseph,RE,-21.37,55.62,75.2,69,20,12.75,few clouds
511,Kubuta,SZ,-26.88,31.48,64.42,84,99,2.8,overcast clouds
512,Ayan,RU,56.45,138.17,38.34,91,100,21.05,moderate rain
513,Gijon,ES,43.54,-5.66,59.0,58,20,10.29,few clouds
514,Coquimbo,CL,-29.95,-71.34,53.6,87,26,4.7,scattered clouds
515,Jalu,LY,29.03,21.55,61.97,87,0,9.46,clear sky
516,Emet,TR,39.34,29.26,55.8,56,0,3.04,clear sky
517,Cadillac,US,44.25,-85.4,35.6,93,90,9.17,overcast clouds
518,Ushumun,RU,52.78,126.53,33.35,86,0,13.56,clear sky
519,Alice Springs,AU,-23.7,133.88,73.4,38,9,8.05,clear sky
520,Mount Pleasant,US,32.79,-79.86,72.0,100,1,5.57,clear sky
521,Praia,CV,14.92,-23.51,78.8,78,20,18.34,few clouds
522,Batasan,PH,12.77,120.78,79.57,84,100,7.18,light rain
523,Dharchula,IN,29.85,80.53,69.37,23,0,0.72,clear sky
524,Kattivakkam,IN,13.22,80.32,80.6,83,75,8.05,mist
525,Hovd,MN,48.01,91.64,44.6,51,94,4.97,overcast clouds
526,Faya,SA,18.39,42.45,55.4,28,0,4.9,clear sky
527,Tiznit,MA,29.58,-9.5,62.06,64,100,1.28,overcast clouds
528,Savelugu,GH,9.62,-0.83,75.79,69,97,3.13,overcast clouds
529,Blagoyevo,RU,63.37,47.92,27.97,98,100,8.5,light snow
530,Sarangani,PH,5.4,125.46,83.68,74,100,15.12,moderate rain
531,Virginia Beach,US,36.85,-75.98,64.0,87,75,2.82,mist
532,Dig,IN,27.47,77.33,79.9,19,0,2.51,clear sky
533,Trincomalee,LK,8.57,81.23,83.95,69,84,15.84,broken clouds
534,Bubaque,GW,11.28,-15.83,83.62,74,78,7.11,broken clouds
535,Qarqin,AF,37.42,66.04,50.18,45,0,0.76,clear sky
536,Shellbrook,CA,53.22,-106.4,21.2,62,90,4.7,overcast clouds
537,Bowen,AU,-20.02,148.23,84.2,54,40,4.7,scattered clouds
538,Karaton,ID,-6.34,106.1,89.01,62,40,2.24,scattered clouds
539,Ayagoz,KZ,47.97,80.44,32.68,90,99,9.71,overcast clouds
540,Den Helder,NL,52.96,4.76,55.0,81,75,8.05,broken clouds
541,Antalaha,MG,-14.9,50.28,70.88,81,1,6.51,clear sky
542,Bonthe,SL,7.53,-12.51,78.24,84,62,4.21,light rain
543,Erzin,TR,36.96,36.2,73.0,37,0,15.99,clear sky
544,Kerouane,GN,9.27,-9.02,69.06,79,11,3.76,few clouds
545,Rockingham,US,42.97,-71.1,55.99,76,87,2.3,overcast clouds
546,Rurrenabaque,BO,-14.44,-67.53,73.6,84,46,1.99,scattered clouds
547,Ustka,PL,54.58,16.86,51.06,93,41,9.57,scattered clouds
548,Qitaihe,CN,45.8,130.85,38.34,65,100,27.76,overcast clouds
549,Birao,CF,10.28,22.79,75.61,72,100,3.15,overcast clouds
550,Santa Rosalia,MX,27.32,-112.28,76.66,53,0,5.06,clear sky
551,Vila Franca Do Campo,PT,37.72,-25.43,66.2,82,40,17.22,scattered clouds
552,Nicoya,CR,10.15,-85.45,77.0,94,40,4.7,shower rain
553,Santiago Del Estero,AR,-27.8,-64.26,73.02,79,85,10.63,overcast clouds
554,Quatre Cocos,MU,-20.21,57.76,77.0,69,40,11.41,scattered clouds
555,Rameshki,RU,57.34,36.05,43.63,86,51,10.04,broken clouds
556,Brae,GB,60.4,-1.35,48.2,76,64,11.41,broken clouds
557,Puerto Escondido,MX,15.85,-97.07,82.4,69,75,4.7,broken clouds
558,Urucara,BR,-2.54,-57.76,75.94,89,100,1.03,moderate rain
559,Burnie,AU,-41.07,145.92,57.76,48,85,12.28,overcast clouds
560,Aripuana,BR,-9.17,-60.63,73.27,94,100,1.72,light rain
561,Tautira,PF,-17.73,-149.15,80.6,74,75,9.17,broken clouds
562,Atambua,ID,-9.11,124.89,90.09,48,36,3.67,scattered clouds
563,Waipawa,NZ,-41.41,175.52,64.4,77,0,21.92,clear sky
564,Buta,CD,2.79,24.73,68.61,97,100,1.48,overcast clouds
565,Kurtamysh,RU,54.91,64.43,23.81,86,69,11.61,broken clouds
566,Ponte Nova,BR,-20.42,-42.91,67.48,83,99,0.11,overcast clouds
567,Dutlwe,BW,-23.98,23.9,74.88,26,53,7.11,broken clouds
568,Estelle,US,29.85,-90.11,77.0,100,75,2.59,mist
569,Bressuire,FR,46.92,-0.5,57.99,92,86,15.5,overcast clouds
570,Balykshi,KZ,47.07,51.87,51.8,93,40,13.42,mist
571,Kenai,US,60.55,-151.26,39.99,64,90,12.75,overcast clouds
572,Havre-Saint-Pierre,CA,50.23,-63.6,37.4,86,90,9.17,light rain
573,Owando,CG,-0.48,15.9,70.72,99,100,2.77,light rain
574,Abaza,RU,52.66,90.09,36.68,81,100,1.1,overcast clouds
575,Davila,PH,18.47,120.58,89.6,66,75,5.82,shower rain
576,Bilibino,RU,68.05,166.44,18.05,89,0,0.98,clear sky
577,Ambulu,ID,-8.35,113.61,85.57,66,22,6.44,few clouds
578,Itanagar,IN,27.1,93.62,69.98,91,100,4.54,light rain
579,Naze,JP,28.37,129.48,73.4,53,75,11.41,broken clouds
580,Kapoeta,SS,4.77,33.59,73.4,85,84,9.42,moderate rain
581,Tariba,VE,7.82,-72.22,67.98,80,86,1.86,light rain
582,Palmeirais,BR,-5.98,-43.06,79.9,61,66,5.23,broken clouds
583,Fortuna,US,40.6,-124.16,53.6,62,1,8.05,clear sky
584,Sokolo,ML,14.73,-6.12,81.09,18,18,5.59,few clouds
585,Nyuksenitsa,RU,60.41,44.24,43.38,95,100,7.0,overcast clouds
586,Mersing,MY,2.43,103.84,84.2,79,20,2.24,few clouds
587,Gibara,CU,21.11,-76.13,77.0,94,20,8.05,few clouds
588,Ndele,CF,8.41,20.65,70.18,94,100,1.9,light rain
589,Merauke,ID,-8.47,140.33,85.28,68,35,7.61,light rain
590,Perbaungan,ID,3.57,98.96,82.4,88,40,2.24,haze
591,Bitung,ID,1.45,125.18,91.4,52,20,3.36,few clouds
592,Ndola,ZM,-12.96,28.64,68.0,56,100,4.0,overcast clouds
593,Danane,CI,7.26,-8.15,67.93,97,33,0.25,scattered clouds
594,Sioux Lookout,CA,50.1,-91.92,28.4,86,90,5.82,overcast clouds
595,Bako,ET,5.78,36.57,62.15,88,75,4.07,light rain
596,Mackay,AU,-21.15,149.2,82.4,65,94,16.11,overcast clouds
597,Hennebont,FR,47.81,-3.27,59.0,93,90,13.87,overcast clouds
598,Benalla,AU,-36.55,145.98,68.0,77,75,12.75,light rain
599,Jawa,JO,31.85,35.94,66.2,24,1,11.79,clear sky
600,Ilulissat,GL,69.22,-51.1,21.2,57,95,9.17,overcast clouds
601,Yinchuan,CN,38.47,106.27,57.33,37,82,4.7,broken clouds
602,Dudinka,RU,69.41,86.18,-0.4,91,40,4.47,light snow
603,Khasan,RU,42.43,130.64,47.26,50,0,29.08,clear sky
604,Ibra,OM,22.69,58.53,72.99,19,0,7.47,clear sky
605,Vrede,ZA,-27.43,29.17,59.25,64,7,2.59,clear sky
606,Cururupu,BR,-1.83,-44.87,75.7,89,73,4.18,broken clouds
607,Bafoussam,CM,5.47,10.42,59.99,96,100,1.88,overcast clouds
608,Vuktyl,RU,63.86,57.31,22.32,92,100,10.04,overcast clouds
609,Salinas,US,36.68,-121.66,64.4,68,1,3.36,clear sky
610,Kizilskoye,RU,52.73,58.89,33.96,92,100,13.96,overcast clouds
611,Manado,ID,1.49,124.85,91.4,52,20,3.36,few clouds
612,Talnakh,RU,69.49,88.4,-0.4,91,40,4.47,light snow
613,Marsaxlokk,MT,35.84,14.54,68.0,93,20,5.82,few clouds
614,Brigantine,US,39.41,-74.36,64.4,88,90,6.55,overcast clouds
615,Lam Luk Ka,TH,13.93,100.75,84.99,54,0,6.93,clear sky
616,Ahipara,NZ,-35.17,173.17,68.77,69,15,6.51,few clouds
617,Padang,ID,-0.95,100.35,85.19,62,100,1.77,moderate rain
618,Anaconda,US,46.13,-112.94,28.4,86,90,4.7,light snow
619,Turochak,RU,52.26,87.12,33.17,94,100,8.97,overcast clouds
620,Rio Gallegos,AR,-51.62,-69.22,44.6,75,0,6.93,clear sky
621,Miri,MY,4.41,114.01,84.2,74,40,6.93,scattered clouds
622,Sjenica,RS,43.27,20.0,48.42,45,100,2.98,overcast clouds
623,Charters Towers,AU,-20.1,146.27,84.97,46,79,16.87,broken clouds
624,Caluquembe,AO,-13.78,14.68,64.27,73,14,2.66,few clouds
625,Charleston,US,32.78,-79.93,72.0,100,1,4.63,clear sky
626,Clarence Town,AU,-32.58,151.78,72.0,94,75,10.29,shower rain
627,Qaqortoq,GL,60.72,-46.03,26.6,73,95,3.65,overcast clouds
628,Rach Gia,VN,10.02,105.08,84.2,74,40,3.36,scattered clouds
629,Galyugayevskaya,RU,43.7,44.93,35.6,42,0,6.71,clear sky
630,Torit,SS,4.41,32.57,70.2,89,92,1.34,overcast clouds
631,Nanakuli,US,21.39,-158.15,82.0,78,75,3.36,moderate rain
632,Sayat,TM,38.78,63.88,42.8,56,0,2.24,clear sky
633,Eyl,SO,7.98,49.82,79.12,78,100,1.1,overcast clouds
634,Noumea,NC,-22.28,166.46,87.01,54,2,6.93,light rain
635,Los Llanos De Aridane,ES,28.66,-17.92,68.0,72,40,10.29,scattered clouds
636,Okhotsk,RU,59.38,143.3,41.67,91,100,17.81,light rain
637,Seymchan,RU,62.88,152.43,32.13,93,70,4.41,broken clouds
638,Limbang,MY,4.75,115.0,82.4,78,75,4.7,broken clouds
639,Porto Velho,BR,-8.76,-63.9,78.8,94,20,1.12,few clouds
640,Shamgarh,IN,24.18,75.63,77.5,35,0,3.83,clear sky
641,Shingu,JP,33.73,135.98,66.2,55,75,19.46,broken clouds
642,Bonavista,CA,48.65,-53.11,37.99,88,6,1.01,clear sky
643,Aksarka,RU,66.56,67.8,17.6,95,91,8.1,overcast clouds
644,Lasa,IT,46.62,10.7,52.0,93,90,2.24,light rain
645,Glimboca,RO,45.48,22.32,56.88,40,67,2.15,broken clouds
646,Ust-Tsilma,RU,65.44,52.15,23.88,94,100,10.22,overcast clouds
647,Mezen,RU,65.85,44.24,26.2,98,99,8.32,overcast clouds
648,Ponta Delgada,PT,37.73,-25.67,66.2,82,40,17.22,scattered clouds
649,Nikolsk,RU,53.72,46.07,50.88,93,83,13.56,broken clouds
650,Hay River,CA,60.82,-115.8,12.2,92,20,8.05,few clouds
651,Vanimo,PG,-2.67,141.3,86.94,63,61,4.27,light rain
652,Jijiga,ET,9.35,42.8,57.97,54,2,0.6,clear sky
653,Mayo,US,38.89,-76.51,66.0,100,1,5.82,clear sky
654,Kallaste,EE,58.66,27.16,41.0,80,16,6.93,few clouds
655,Miramar,US,25.99,-80.23,81.0,78,1,10.29,clear sky
656,Igboho,NG,8.83,3.75,70.14,96,62,3.98,broken clouds
657,Thinadhoo,MV,0.53,72.93,83.68,74,92,12.33,overcast clouds
658,Casambalangan,PH,18.38,122.13,83.84,77,88,3.91,heavy intensity rain
659,Isla Mujeres,MX,21.23,-86.73,82.4,83,75,3.36,broken clouds
660,Nemuro,JP,43.32,145.57,59.0,51,20,12.75,few clouds
661,Dyurtyuli,RU,55.49,54.87,39.96,95,100,11.54,light rain
662,Nova Era,BR,-19.75,-43.04,63.55,92,78,1.34,broken clouds
663,San Andres,CO,12.58,-81.7,80.6,88,20,2.48,few clouds
664,Camocim,BR,-2.9,-40.84,77.34,86,10,12.01,clear sky
665,Kristiansund,NO,63.11,7.73,35.6,59,100,18.34,overcast clouds
666,Kalmar,SE,56.66,16.36,48.0,100,42,3.36,scattered clouds
667,Ganzhou,CN,28.82,115.43,65.17,44,94,8.3,overcast clouds
668,Belmonte,BR,-15.86,-38.88,71.6,94,90,2.24,overcast clouds
669,Caravelas,BR,-17.71,-39.25,72.27,92,51,6.17,light rain
670,Hegang,CN,47.4,130.37,41.65,58,95,21.21,overcast clouds
671,Porto Novo,BJ,6.5,2.6,80.6,88,40,9.17,scattered clouds
